line 1 column 19945 - Warning: inserting implicit <p>
line 1 column 21891 - Warning: inserting implicit <p>
line 1 column 29591 - Warning: inserting implicit <p>
line 1 column 34189 - Warning: inserting implicit <p>
line 1 column 36351 - Warning: inserting implicit <p>
line 1 column 42821 - Warning: inserting implicit <p>
line 1 column 45959 - Warning: inserting implicit <p>
line 1 column 49709 - Warning: inserting implicit <p>
line 1 column 63714 - Warning: inserting implicit <p>
line 1 column 67995 - Warning: inserting implicit <p>
line 1 column 80088 - Warning: inserting implicit <p>
line 1 column 94933 - Warning: inserting implicit <p>
line 1 column 97230 - Warning: inserting implicit <p>
line 1 column 102828 - Warning: inserting implicit <p>
line 1 column 105850 - Warning: inserting implicit <p>
line 1 column 114285 - Warning: nested emphasis <em>
line 1 column 114592 - Warning: nested emphasis <em>
line 1 column 114871 - Warning: nested emphasis <em>
line 1 column 115092 - Warning: nested emphasis <em>
line 1 column 115348 - Warning: nested emphasis <em>
line 1 column 115594 - Warning: nested emphasis <em>
line 1 column 115840 - Warning: nested emphasis <em>
line 1 column 116134 - Warning: nested emphasis <em>
line 1 column 116360 - Warning: nested emphasis <em>
line 1 column 116628 - Warning: nested emphasis <em>
line 1 column 116930 - Warning: nested emphasis <em>
line 1 column 117176 - Warning: nested emphasis <em>
line 1 column 117510 - Warning: nested emphasis <em>
line 1 column 117715 - Warning: nested emphasis <em>
line 1 column 117992 - Warning: nested emphasis <em>
line 1 column 118238 - Warning: nested emphasis <em>
line 1 column 118534 - Warning: nested emphasis <em>
line 1 column 118863 - Warning: nested emphasis <em>
line 1 column 119205 - Warning: nested emphasis <em>
line 1 column 119533 - Warning: nested emphasis <em>
line 1 column 119858 - Warning: nested emphasis <em>
line 1 column 120114 - Warning: nested emphasis <em>
line 1 column 120608 - Warning: nested emphasis <em>
line 1 column 120894 - Warning: nested emphasis <em>
line 1 column 121258 - Warning: nested emphasis <em>
line 1 column 121540 - Warning: nested emphasis <em>
line 1 column 121789 - Warning: nested emphasis <em>
line 1 column 7260 - Warning: <table> lacks "summary" attribute
line 1 column 29205 - Warning: <font> element removed from HTML5
line 1 column 29362 - Warning: <font> element removed from HTML5
line 1 column 29416 - Warning: <font> element removed from HTML5
line 1 column 29474 - Warning: <font> element removed from HTML5
line 1 column 29839 - Warning: <font> element removed from HTML5
line 1 column 29939 - Warning: <font> element removed from HTML5
line 1 column 30005 - Warning: <font> element removed from HTML5
line 1 column 30272 - Warning: <font> element removed from HTML5
line 1 column 30388 - Warning: <font> element removed from HTML5
line 1 column 31917 - Warning: <font> element removed from HTML5
line 1 column 32143 - Warning: <font> element removed from HTML5
line 1 column 32274 - Warning: <font> element removed from HTML5
line 1 column 34012 - Warning: <font> element removed from HTML5
line 1 column 34519 - Warning: <font> element removed from HTML5
line 1 column 37050 - Warning: <font> element removed from HTML5
line 1 column 37210 - Warning: <font> element removed from HTML5
line 1 column 39026 - Warning: <font> element removed from HTML5
line 1 column 41849 - Warning: <font> element removed from HTML5
line 1 column 42771 - Warning: <font> element removed from HTML5
line 1 column 42877 - Warning: <font> element removed from HTML5
line 1 column 42934 - Warning: <font> element removed from HTML5
line 1 column 43078 - Warning: <font> element removed from HTML5
line 1 column 43962 - Warning: <font> element removed from HTML5
line 1 column 44276 - Warning: <font> element removed from HTML5
line 1 column 44457 - Warning: <font> element removed from HTML5
line 1 column 44659 - Warning: <font> element removed from HTML5
line 1 column 44994 - Warning: <font> element removed from HTML5
line 1 column 45107 - Warning: <font> element removed from HTML5
line 1 column 45230 - Warning: <font> element removed from HTML5
line 1 column 45334 - Warning: <font> element removed from HTML5
line 1 column 45401 - Warning: <font> element removed from HTML5
line 1 column 45456 - Warning: <font> element removed from HTML5
line 1 column 45621 - Warning: <font> element removed from HTML5
line 1 column 46065 - Warning: <font> element removed from HTML5
line 1 column 46202 - Warning: <font> element removed from HTML5
line 1 column 46892 - Warning: <font> element removed from HTML5
line 1 column 47387 - Warning: <font> element removed from HTML5
line 1 column 50380 - Warning: <font> element removed from HTML5
line 1 column 50434 - Warning: <font> element removed from HTML5
line 1 column 50526 - Warning: <font> element removed from HTML5
line 1 column 50577 - Warning: <font> element removed from HTML5
line 1 column 50631 - Warning: <font> element removed from HTML5
line 1 column 50942 - Warning: <font> element removed from HTML5
line 1 column 51014 - Warning: <font> element removed from HTML5
line 1 column 51118 - Warning: <font> element removed from HTML5
line 1 column 51240 - Warning: <font> element removed from HTML5
line 1 column 51598 - Warning: <font> element removed from HTML5
line 1 column 51766 - Warning: <font> element removed from HTML5
line 1 column 51934 - Warning: <font> element removed from HTML5
line 1 column 57732 - Warning: <font> element removed from HTML5
line 1 column 57786 - Warning: <font> element removed from HTML5
line 1 column 57961 - Warning: <font> element removed from HTML5
line 1 column 58148 - Warning: <font> element removed from HTML5
line 1 column 58202 - Warning: <font> element removed from HTML5
line 1 column 58358 - Warning: <font> element removed from HTML5
line 1 column 58412 - Warning: <font> element removed from HTML5
line 1 column 59691 - Warning: <font> element removed from HTML5
line 1 column 59742 - Warning: <font> element removed from HTML5
line 1 column 59797 - Warning: <font> element removed from HTML5
line 1 column 60047 - Warning: <font> element removed from HTML5
line 1 column 60098 - Warning: <font> element removed from HTML5
line 1 column 60153 - Warning: <font> element removed from HTML5
line 1 column 60220 - Warning: <font> element removed from HTML5
line 1 column 60274 - Warning: <font> element removed from HTML5
line 1 column 60413 - Warning: <font> element removed from HTML5
line 1 column 60617 - Warning: <font> element removed from HTML5
line 1 column 60671 - Warning: <font> element removed from HTML5
line 1 column 60801 - Warning: <font> element removed from HTML5
line 1 column 60857 - Warning: <font> element removed from HTML5
line 1 column 60931 - Warning: <font> element removed from HTML5
line 1 column 61355 - Warning: <font> element removed from HTML5
line 1 column 61502 - Warning: <font> element removed from HTML5
line 1 column 61776 - Warning: <font> element removed from HTML5
line 1 column 61887 - Warning: <font> element removed from HTML5
line 1 column 62064 - Warning: <font> element removed from HTML5
line 1 column 62303 - Warning: <font> element removed from HTML5
line 1 column 63849 - Warning: <font> element removed from HTML5
line 1 column 64025 - Warning: <font> element removed from HTML5
line 1 column 64991 - Warning: <font> element removed from HTML5
line 1 column 65245 - Warning: <font> element removed from HTML5
line 1 column 68967 - Warning: <font> element removed from HTML5
line 1 column 69021 - Warning: <font> element removed from HTML5
line 1 column 69509 - Warning: <font> element removed from HTML5
line 1 column 70397 - Warning: <font> element removed from HTML5
line 1 column 70611 - Warning: <font> element removed from HTML5
line 1 column 71241 - Warning: <font> element removed from HTML5
line 1 column 71560 - Warning: <font> element removed from HTML5
line 1 column 71615 - Warning: <font> element removed from HTML5
line 1 column 71725 - Warning: <font> element removed from HTML5
line 1 column 71893 - Warning: <font> element removed from HTML5
line 1 column 72032 - Warning: <font> element removed from HTML5
line 1 column 72487 - Warning: <font> element removed from HTML5
line 1 column 74098 - Warning: <font> element removed from HTML5
line 1 column 74274 - Warning: <font> element removed from HTML5
line 1 column 74640 - Warning: <font> element removed from HTML5
line 1 column 75296 - Warning: <font> element removed from HTML5
line 1 column 81427 - Warning: <font> element removed from HTML5
line 1 column 84096 - Warning: <font> element removed from HTML5
line 1 column 84150 - Warning: <font> element removed from HTML5
line 1 column 84203 - Warning: <font> element removed from HTML5
line 1 column 84288 - Warning: <font> element removed from HTML5
line 1 column 84356 - Warning: <font> element removed from HTML5
line 1 column 84435 - Warning: <font> element removed from HTML5
line 1 column 84598 - Warning: <font> element removed from HTML5
line 1 column 84652 - Warning: <font> element removed from HTML5
line 1 column 84732 - Warning: <font> element removed from HTML5
line 1 column 84876 - Warning: <font> element removed from HTML5
line 1 column 85101 - Warning: <font> element removed from HTML5
line 1 column 85155 - Warning: <font> element removed from HTML5
line 1 column 85398 - Warning: <font> element removed from HTML5
line 1 column 85512 - Warning: <font> element removed from HTML5
line 1 column 85642 - Warning: <font> element removed from HTML5
line 1 column 85834 - Warning: <font> element removed from HTML5
line 1 column 85950 - Warning: <font> element removed from HTML5
line 1 column 86340 - Warning: <font> element removed from HTML5
line 1 column 86659 - Warning: <font> element removed from HTML5
line 1 column 86869 - Warning: <font> element removed from HTML5
line 1 column 87773 - Warning: <font> element removed from HTML5
line 1 column 87855 - Warning: <font> element removed from HTML5
line 1 column 87918 - Warning: <font> element removed from HTML5
line 1 column 88418 - Warning: <font> element removed from HTML5
line 1 column 88472 - Warning: <font> element removed from HTML5
line 1 column 88935 - Warning: <font> element removed from HTML5
line 1 column 89340 - Warning: <font> element removed from HTML5
line 1 column 89460 - Warning: <font> element removed from HTML5
line 1 column 89952 - Warning: <font> element removed from HTML5
line 1 column 90006 - Warning: <font> element removed from HTML5
line 1 column 90132 - Warning: <font> element removed from HTML5
line 1 column 90279 - Warning: <font> element removed from HTML5
line 1 column 90400 - Warning: <font> element removed from HTML5
line 1 column 90553 - Warning: <font> element removed from HTML5
line 1 column 90733 - Warning: <font> element removed from HTML5
line 1 column 90894 - Warning: <font> element removed from HTML5
line 1 column 90948 - Warning: <font> element removed from HTML5
line 1 column 91009 - Warning: <font> element removed from HTML5
line 1 column 91063 - Warning: <font> element removed from HTML5
line 1 column 91148 - Warning: <font> element removed from HTML5
line 1 column 91323 - Warning: <font> element removed from HTML5
line 1 column 91377 - Warning: <font> element removed from HTML5
line 1 column 91445 - Warning: <font> element removed from HTML5
line 1 column 91596 - Warning: <font> element removed from HTML5
line 1 column 91650 - Warning: <font> element removed from HTML5
line 1 column 91942 - Warning: <font> element removed from HTML5
line 1 column 92524 - Warning: <font> element removed from HTML5
line 1 column 92763 - Warning: <font> element removed from HTML5
line 1 column 92993 - Warning: <font> element removed from HTML5
line 1 column 93432 - Warning: <font> element removed from HTML5
line 1 column 93736 - Warning: <font> element removed from HTML5
line 1 column 94404 - Warning: <font> element removed from HTML5
line 1 column 94594 - Warning: <font> element removed from HTML5
line 1 column 94792 - Warning: <font> element removed from HTML5
line 1 column 95512 - Warning: <font> element removed from HTML5
line 1 column 95779 - Warning: <font> element removed from HTML5
line 1 column 96041 - Warning: <font> element removed from HTML5
line 1 column 96099 - Warning: <font> element removed from HTML5
line 1 column 96237 - Warning: <font> element removed from HTML5
line 1 column 97089 - Warning: <font> element removed from HTML5
line 1 column 97800 - Warning: <font> element removed from HTML5
line 1 column 97961 - Warning: <font> element removed from HTML5
line 1 column 98098 - Warning: <font> element removed from HTML5
line 1 column 98335 - Warning: <font> element removed from HTML5
line 1 column 102113 - Warning: <font> element removed from HTML5
line 1 column 103132 - Warning: <font> element removed from HTML5
line 1 column 103444 - Warning: <font> element removed from HTML5
line 1 column 104540 - Warning: <font> element removed from HTML5
line 1 column 105053 - Warning: <font> element removed from HTML5
line 1 column 105644 - Warning: <font> element removed from HTML5
line 1 column 106414 - Warning: <font> element removed from HTML5
line 1 column 107310 - Warning: <font> element removed from HTML5
line 1 column 107683 - Warning: <font> element removed from HTML5
line 1 column 107908 - Warning: <font> element removed from HTML5
line 1 column 110365 - Warning: <font> element removed from HTML5
line 1 column 110816 - Warning: <font> element removed from HTML5
line 1 column 111898 - Warning: <font> element removed from HTML5
line 1 column 111989 - Warning: <font> element removed from HTML5
line 1 column 112064 - Warning: <font> element removed from HTML5
line 1 column 112462 - Warning: <font> element removed from HTML5
line 1 column 112611 - Warning: <font> element removed from HTML5
line 1 column 112866 - Warning: <font> element removed from HTML5
line 1 column 112932 - Warning: <font> element removed from HTML5
line 1 column 113111 - Warning: <font> element removed from HTML5
line 1 column 113296 - Warning: <font> element removed from HTML5
line 1 column 113350 - Warning: <font> element removed from HTML5
line 1 column 16999 - Warning: <li> proprietary attribute "label"
line 1 column 17435 - Warning: <li> proprietary attribute "label"
line 1 column 17826 - Warning: <li> proprietary attribute "label"
line 1 column 85326 - Warning: <li> proprietary attribute "label"
line 1 column 85762 - Warning: <li> proprietary attribute "label"
line 1 column 86159 - Warning: <li> proprietary attribute "label"
line 1 column 86462 - Warning: <li> proprietary attribute "label"
line 1 column 114150 - Warning: <li> proprietary attribute "label"
line 1 column 114431 - Warning: <li> proprietary attribute "label"
line 1 column 114684 - Warning: <li> proprietary attribute "label"
line 1 column 114957 - Warning: <li> proprietary attribute "label"
line 1 column 115192 - Warning: <li> proprietary attribute "label"
line 1 column 115432 - Warning: <li> proprietary attribute "label"
line 1 column 115681 - Warning: <li> proprietary attribute "label"
line 1 column 115958 - Warning: <li> proprietary attribute "label"
line 1 column 116234 - Warning: <li> proprietary attribute "label"
line 1 column 116521 - Warning: <li> proprietary attribute "label"
line 1 column 116755 - Warning: <li> proprietary attribute "label"
line 1 column 117001 - Warning: <li> proprietary attribute "label"
line 1 column 117332 - Warning: <li> proprietary attribute "label"
line 1 column 117556 - Warning: <li> proprietary attribute "label"
line 1 column 117828 - Warning: <li> proprietary attribute "label"
line 1 column 118052 - Warning: <li> proprietary attribute "label"
line 1 column 118379 - Warning: <li> proprietary attribute "label"
line 1 column 118693 - Warning: <li> proprietary attribute "label"
line 1 column 119023 - Warning: <li> proprietary attribute "label"
line 1 column 119360 - Warning: <li> proprietary attribute "label"
line 1 column 119677 - Warning: <li> proprietary attribute "label"
line 1 column 119968 - Warning: <li> proprietary attribute "label"
line 1 column 120273 - Warning: <li> proprietary attribute "label"
line 1 column 120435 - Warning: <li> proprietary attribute "label"
line 1 column 120709 - Warning: <li> proprietary attribute "label"
line 1 column 121068 - Warning: <li> proprietary attribute "label"
line 1 column 121397 - Warning: <li> proprietary attribute "label"
line 1 column 121617 - Warning: <li> proprietary attribute "label"
