line 1 column 14924 - Warning: inserting implicit <p>
line 1 column 19262 - Warning: inserting implicit <p>
line 1 column 23503 - Warning: inserting implicit <p>
line 1 column 28981 - Warning: inserting implicit <p>
line 1 column 47829 - Warning: inserting implicit <p>
line 1 column 58128 - Warning: inserting implicit <p>
line 1 column 60388 - Warning: inserting implicit <p>
line 1 column 76073 - Warning: nested emphasis <em>
line 1 column 78573 - Warning: nested emphasis <em>
line 1 column 80741 - Warning: nested emphasis <em>
line 1 column 81782 - Warning: nested emphasis <em>
line 1 column 83245 - Warning: nested emphasis <em>
line 1 column 83567 - Warning: nested emphasis <em>
line 1 column 85351 - Warning: nested emphasis <em>
line 1 column 85727 - Warning: nested emphasis <em>
line 1 column 86058 - Warning: nested emphasis <em>
line 1 column 86369 - Warning: nested emphasis <em>
line 1 column 87358 - Warning: nested emphasis <em>
line 1 column 88291 - Warning: nested emphasis <em>
line 1 column 88824 - Warning: nested emphasis <em>
line 1 column 89133 - Warning: nested emphasis <em>
line 1 column 89782 - Warning: nested emphasis <em>
line 1 column 90150 - Warning: nested emphasis <em>
line 1 column 92626 - Warning: nested emphasis <em>
line 1 column 92909 - Warning: nested emphasis <em>
line 1 column 93536 - Warning: nested emphasis <em>
line 1 column 14487 - Warning: <img> attribute "longdesc" lacks value
line 1 column 17404 - Warning: <img> attribute "longdesc" lacks value
line 1 column 20005 - Warning: <img> attribute "longdesc" lacks value
line 1 column 20475 - Warning: <img> attribute "longdesc" lacks value
line 1 column 20913 - Warning: <img> attribute "longdesc" lacks value
line 1 column 21373 - Warning: <img> attribute "longdesc" lacks value
line 1 column 21895 - Warning: <img> attribute "longdesc" lacks value
line 1 column 22286 - Warning: <img> attribute "longdesc" lacks value
line 1 column 22669 - Warning: <img> attribute "longdesc" lacks value
line 1 column 23061 - Warning: <img> attribute "longdesc" lacks value
line 1 column 28611 - Warning: <img> attribute "longdesc" lacks value
line 1 column 30772 - Warning: <img> attribute "longdesc" lacks value
line 1 column 31220 - Warning: <img> attribute "longdesc" lacks value
line 1 column 31663 - Warning: <img> attribute "longdesc" lacks value
line 1 column 32121 - Warning: <img> attribute "longdesc" lacks value
line 1 column 46210 - Warning: <img> attribute "longdesc" lacks value
line 1 column 46821 - Warning: <img> attribute "longdesc" lacks value
line 1 column 47327 - Warning: <img> attribute "longdesc" lacks value
line 1 column 48063 - Warning: <table> lacks "summary" attribute
line 1 column 80257 - Warning: <li> proprietary attribute "label"
line 1 column 80596 - Warning: <li> proprietary attribute "label"
line 1 column 80873 - Warning: <li> proprietary attribute "label"
line 1 column 81142 - Warning: <li> proprietary attribute "label"
line 1 column 81570 - Warning: <li> proprietary attribute "label"
line 1 column 81919 - Warning: <li> proprietary attribute "label"
line 1 column 82206 - Warning: <li> proprietary attribute "label"
line 1 column 82697 - Warning: <li> proprietary attribute "label"
line 1 column 83062 - Warning: <li> proprietary attribute "label"
line 1 column 83362 - Warning: <li> proprietary attribute "label"
line 1 column 83705 - Warning: <li> proprietary attribute "label"
line 1 column 84068 - Warning: <li> proprietary attribute "label"
line 1 column 84353 - Warning: <li> proprietary attribute "label"
line 1 column 84700 - Warning: <li> proprietary attribute "label"
line 1 column 85139 - Warning: <li> proprietary attribute "label"
line 1 column 85486 - Warning: <li> proprietary attribute "label"
line 1 column 85817 - Warning: <li> proprietary attribute "label"
line 1 column 86223 - Warning: <li> proprietary attribute "label"
line 1 column 86495 - Warning: <li> proprietary attribute "label"
line 1 column 86742 - Warning: <li> proprietary attribute "label"
line 1 column 87210 - Warning: <li> proprietary attribute "label"
line 1 column 87442 - Warning: <li> proprietary attribute "label"
line 1 column 87729 - Warning: <li> proprietary attribute "label"
line 1 column 87990 - Warning: <li> proprietary attribute "label"
line 1 column 88399 - Warning: <li> proprietary attribute "label"
line 1 column 88578 - Warning: <li> proprietary attribute "label"
line 1 column 88994 - Warning: <li> proprietary attribute "label"
line 1 column 89278 - Warning: <li> proprietary attribute "label"
line 1 column 89524 - Warning: <li> proprietary attribute "label"
line 1 column 89908 - Warning: <li> proprietary attribute "label"
line 1 column 90260 - Warning: <li> proprietary attribute "label"
line 1 column 90823 - Warning: <li> proprietary attribute "label"
line 1 column 91098 - Warning: <li> proprietary attribute "label"
line 1 column 91352 - Warning: <li> proprietary attribute "label"
line 1 column 91668 - Warning: <li> proprietary attribute "label"
line 1 column 92011 - Warning: <li> proprietary attribute "label"
line 1 column 92385 - Warning: <li> proprietary attribute "label"
line 1 column 92736 - Warning: <li> proprietary attribute "label"
line 1 column 93060 - Warning: <li> proprietary attribute "label"
line 1 column 93316 - Warning: <li> proprietary attribute "label"
line 1 column 93645 - Warning: <li> proprietary attribute "label"
line 1 column 93909 - Warning: <li> proprietary attribute "label"
